ML_USE,GCS_FILE_PATH,LABEL,X_MIN,Y_MIN,X_MAX,Y_MIN,X_MAX,Y_MAX,X_MIN,Y_MAX
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img57_jpg.rf.1f0320b9f083253492aa3befdf288c6c.jpg,40C,0.3015625,0.0,,,0.4546875,0.1515625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img57_jpg.rf.1f0320b9f083253492aa3befdf288c6c.jpg,60C,0.5296875,0.0,,,0.7015625,0.1640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img57_jpg.rf.1f0320b9f083253492aa3befdf288c6c.jpg,60C,0.5546875,0.2078125,,,0.7235359375,0.4189453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img57_jpg.rf.1f0320b9f083253492aa3befdf288c6c.jpg,60C,0.559375,0.4625,,,0.737109375,0.684278125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img57_jpg.rf.1f0320b9f083253492aa3befdf288c6c.jpg,95C,0.7890625,0.4640625,,,0.9701171875,0.678125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img57_jpg.rf.1f0320b9f083253492aa3befdf288c6c.jpg,95C,0.8,0.2140625,,,0.958984375,0.413965625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img57_jpg.rf.1f0320b9f083253492aa3befdf288c6c.jpg,95C,0.796875,0.0,,,0.959375,0.1578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.1ed9c695760225ce9e33ff17670500af.jpg,ER_5,0.39375,0.6734375,,,0.4812015625,0.7280765625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.1ed9c695760225ce9e33ff17670500af.jpg,ER_18,0.48125,0.6671875,,,0.56899375,0.73125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.1ed9c695760225ce9e33ff17670500af.jpg,ER_27,0.56875,0.6625,,,0.653125,0.7203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.1ed9c695760225ce9e33ff17670500af.jpg,ER_38,0.6625,0.6625,,,0.759521875,0.7142578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.1ed9c695760225ce9e33ff17670500af.jpg,ER_42,0.7578125,0.6546875,,,0.8326171875,0.7108890625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/117_jpg.rf.1f4dc68cc2f2826ab113d5c9ab754a65.jpg,ER_16,0.2984375,0.359375,,,0.4141609375,0.4611328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/117_jpg.rf.1f4dc68cc2f2826ab113d5c9ab754a65.jpg,ER_18,0.4125,0.365625,,,0.50961875,0.4513671875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/117_jpg.rf.1f4dc68cc2f2826ab113d5c9ab754a65.jpg,ER_38,0.5015625,0.359375,,,0.58935625,0.44716875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/117_jpg.rf.1f4dc68cc2f2826ab113d5c9ab754a65.jpg,ER_42,0.5796875,0.3609375,,,0.6654296875,0.4482421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.20760161d1d55d3340502579f5cb1700.jpg,ER_16,0.4203125,0.6921875,,,0.5263671875,0.784375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.20760161d1d55d3340502579f5cb1700.jpg,ER_18,0.5203125,0.7046875,,,0.6266609375,0.792040625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.20760161d1d55d3340502579f5cb1700.jpg,ER_37,0.621875,0.7140625,,,0.7452156249999999,0.7953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.20760161d1d55d3340502579f5cb1700.jpg,ER_27,0.74375,0.7046875,,,0.869140625,0.8109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.20760161d1d55d3340502579f5cb1700.jpg,ER_43,0.878125,0.7234375,,,0.9751468750000001,0.8128421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,machine_wash_normal,0.0328125,0.0296875,,,0.121875,0.106153125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,machine_wash_permanent_press,0.140625,0.0328125,,,0.22509843749999997,0.11254843750000001,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,machine_wash_delicate,0.240625,0.0296875,,,0.3357421875,0.1265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,hand_wash,0.3484375,0.015625,,,0.4403328125,0.10810625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,DN_wash,0.45625,0.0296875,,,0.545215625,0.1157234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,30C,0.5640625,0.0296875,,,0.64868125,0.104834375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,40C,0.665625,0.028125,,,0.7576171875,0.1091796875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,50C,0.7734375,0.028125,,,0.8611812499999999,0.10659218749999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,60C,0.8796875,0.0296875,,,0.9673828125,0.106153125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,70C,0.03125,0.1890625,,,0.1220703125,0.2701171875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,95C,0.140625,0.19375,,,0.228125,0.26743125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,30C,0.2453125,0.19375,,,0.331153125,0.26748125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,40C,0.3484375,0.190625,,,0.4404296875,0.27021562499999996,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,50C,0.453125,0.1890625,,,0.545215625,0.27060625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,60C,0.5625,0.19375,,,0.65,0.26728593749999996,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,70C,0.66875,0.1953125,,,0.7546875,0.2656734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,95C,0.771875,0.190625,,,0.8611328125,0.2671875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,DN_wring,0.86875,0.190625,,,0.9796875,0.2685546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,tumble_dry_no_heat,0.8875,0.3484375,,,0.95966875,0.4296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,tumble_dry_high,0.7828125,0.35,,,0.8543953125,0.4284671875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,tumble_dry_medium,0.6765625,0.3515625,,,0.7468265625,0.4296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,tumble_dry_low,0.56875,0.3484375,,,0.6439453125,0.4309578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,tumble_dry_normal,0.4625,0.3484375,,,0.540625,0.4328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,non_chlorine_bleach,0.353125,0.353125,,,0.43408281249999997,0.4347171875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,non_chlorine_bleach,0.253125,0.353125,,,0.3265625,0.4280765625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,DN_bleach,0.1390625,0.35,,,0.22314531249999997,0.440771875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,bleach,0.0390625,0.353125,,,0.1158203125,0.4263671875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,line_dry,0.0421875,0.5109375,,,0.11713906249999999,0.5921875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,drip_dry,0.146875,0.5078125,,,0.22211875,0.5921390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,dry_flat,0.2546875,0.5109375,,,0.3265625,0.590625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,shade_dry,0.35625,0.5078125,,,0.4345703125,0.59506875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,DN_dry,0.453125,0.5078125,,,0.553125,0.5953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,DN_tumble_dry,0.5578125,0.50625,,,0.6577640625,0.5951171875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,natural_dry,0.6734375,0.5078125,,,0.75,0.5950203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,iron,0.778125,0.515625,,,0.85810625,0.587403125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,DN_iron,0.8734375,0.5078125,,,0.9762203125,0.59399375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,iron_low,0.034375,0.6734375,,,0.1203125,0.7501953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,iron_medium,0.1390625,0.6734375,,,0.22978593749999998,0.7498046875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,iron_high,0.246875,0.671875,,,0.33461875,0.75131875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,DN_steam,0.3484375,0.6640625,,,0.4423828125,0.7715828124999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,dry_clean,0.46875,0.6828125,,,0.5356453125,0.7515625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,dry_clean_any_solvent,0.571875,0.678125,,,0.641015625,0.754590625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,dry_clean_any_solvent_except_trichloroethylene,0.6765625,0.6796875,,,0.7470703125,0.7547859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,dry_clean_petrol_only,0.7828125,0.68125,,,0.8512703125,0.752978125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,wet_clean,0.890625,0.6828125,,,0.9546875,0.7530765625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,DN_dry_clean,0.03125,0.8359375,,,0.124609375,0.9234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,dry_clean_short_cycle,0.1390625,0.840625,,,0.2189453125,0.927734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,dry_clean_reduced_moisture,0.2484375,0.8328125,,,0.3236328125,0.91591875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,dry_clean_low_heat,0.3625,0.8390625,,,0.4423828125,0.9266609375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.223b3963a6eab45aba84320144c08a69.jpg,dry_clean_no_steam,0.465625,0.8265625,,,0.5515140625,0.9171390625000001,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,dry_clean_any_solvent_except_trichloroethylene,0.24375,0.3265625,,,0.31484375,0.43828125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_wring,0.3015625,0.2453125,,,0.38359375,0.3734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,dry_clean_any_solvent_except_trichloroethylene,0.375,0.18125,,,0.44765625,0.290625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_tumble_dry,0.434375,0.1015625,,,0.51953125,0.22421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_iron,0.278125,0.425,,,0.3671875,0.5375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_iron,0.4046875,0.45625,,,0.4921875,0.5609375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_iron,0.5359375,0.2875,,,0.63046875,0.41640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_iron,0.4171875,0.2859375,,,0.496875,0.37734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_tumble_dry,0.4671875,0.375,,,0.55234375,0.47421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_bleach,0.3890625,0.625,,,0.4765625,0.740625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_bleach,0.4609375,0.5703125,,,0.55234375,0.678125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_bleach,0.521875,0.4890625,,,0.6046875,0.58671875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_bleach,0.5953125,0.4109375,,,0.6734375,0.5140625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,hand_wash,0.4328125,0.7359375,,,0.53203125,0.8859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,hand_wash,0.5796875,0.5953125,,,0.665625,0.71953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,30C,0.5109375,0.6828125,,,0.6,0.79765625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,30C,0.6515625,0.5203125,,,0.73515625,0.6375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-475908285-612x612_jpeg.rf.23a0dc2965059c19e7786d0257a0d2fc.jpg,DN_tumble_dry,0.334375,0.515625,,,0.41953125,0.65078125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033709641_jpg.rf.202da23bb610a4e6cb8fd58da1eebb34.jpg,DN_iron,0.2921875,0.55,,,0.35029374999999996,0.5934578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033709641_jpg.rf.202da23bb610a4e6cb8fd58da1eebb34.jpg,line_dry,0.3578125,0.5515625,,,0.41572343749999996,0.596875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033709641_jpg.rf.202da23bb610a4e6cb8fd58da1eebb34.jpg,machine_wash_delicate,0.4265625,0.553125,,,0.48896562499999996,0.59375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033709641_jpg.rf.202da23bb610a4e6cb8fd58da1eebb34.jpg,DN_dry_clean,0.496875,0.5515625,,,0.5503421875,0.5939453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033709641_jpg.rf.202da23bb610a4e6cb8fd58da1eebb34.jpg,DN_bleach,0.5578125,0.5453125,,,0.6078125,0.5892578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/94_jpg.rf.2201f6912d777e1562b1a0fa23bf34f4.jpg,ER_5,0.2828125,0.609375,,,0.32783281249999996,0.6422859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/94_jpg.rf.2201f6912d777e1562b1a0fa23bf34f4.jpg,ER_18,0.3234375,0.609375,,,0.3685546875,0.6453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/94_jpg.rf.2201f6912d777e1562b1a0fa23bf34f4.jpg,ER_25,0.365625,0.60625,,,0.4080078125,0.640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/94_jpg.rf.2201f6912d777e1562b1a0fa23bf34f4.jpg,ER_38,0.4078125,0.6015625,,,0.4580078125,0.632665625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/94_jpg.rf.2201f6912d777e1562b1a0fa23bf34f4.jpg,ER_52,0.459375,0.5921875,,,0.5111328125,0.62841875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-497947874-612x612_jpeg.rf.269680d0c086f7b35a3f50020474dc8c.jpg,hand_wash,0.446875,0.578125,,,0.5175296875,0.672021875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-497947874-612x612_jpeg.rf.269680d0c086f7b35a3f50020474dc8c.jpg,DN_bleach,0.50625,0.6421875,,,0.5751953125,0.7266109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-497947874-612x612_jpeg.rf.269680d0c086f7b35a3f50020474dc8c.jpg,iron_low,0.559375,0.6890625,,,0.631640625,0.79248125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-497947874-612x612_jpeg.rf.269680d0c086f7b35a3f50020474dc8c.jpg,DN_tumble_dry,0.6234375,0.7421875,,,0.6966796875,0.8389156249999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/34_jpg.rf.29ad7e8e6c2887a59e873097047dd0ed.jpg,ER_15,0.2875,0.5890625,,,0.42578125,0.66328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/34_jpg.rf.29ad7e8e6c2887a59e873097047dd0ed.jpg,ER_37,0.271875,0.678125,,,0.415625,0.7421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/34_jpg.rf.29ad7e8e6c2887a59e873097047dd0ed.jpg,ER_42,0.275,0.7546875,,,0.3984375,0.8234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/34_jpg.rf.29ad7e8e6c2887a59e873097047dd0ed.jpg,ER_27,0.2625,0.8359375,,,0.3859375,0.896875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/34_jpg.rf.29ad7e8e6c2887a59e873097047dd0ed.jpg,ER_18,0.2515625,0.9140625,,,0.38046875,0.978125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/54_jpg.rf.2c5b555fcc21452770be395083960061.jpg,ER_2,0.284375,0.484375,,,0.3875,0.57109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/54_jpg.rf.2c5b555fcc21452770be395083960061.jpg,ER_18,0.3953125,0.490625,,,0.478125,0.57890625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/54_jpg.rf.2c5b555fcc21452770be395083960061.jpg,ER_25,0.4984375,0.49375,,,0.57578125,0.58359375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/54_jpg.rf.2c5b555fcc21452770be395083960061.jpg,ER_37,0.5859375,0.5078125,,,0.671875,0.578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/54_jpg.rf.2c5b555fcc21452770be395083960061.jpg,ER_52,0.678125,0.5078125,,,0.7765625,0.584375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-492785516-612x612_jpeg.rf.27692b0a69ca457c4b70f25a0c536b22.jpg,95C,0.4421875,0.4953125,,,0.4859375,0.5578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-492785516-612x612_jpeg.rf.27692b0a69ca457c4b70f25a0c536b22.jpg,DN_bleach,0.4859375,0.49375,,,0.528125,0.55078125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-492785516-612x612_jpeg.rf.27692b0a69ca457c4b70f25a0c536b22.jpg,iron_medium,0.5375,0.496875,,,0.5875,0.54921875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-492785516-612x612_jpeg.rf.27692b0a69ca457c4b70f25a0c536b22.jpg,DN_dry_clean,0.5953125,0.4953125,,,0.63671875,0.54921875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_020955110_jpg.rf.2d95c113bdec2da6173279e144d2e3fd.jpg,30C,0.3828125,0.48125,,,0.4266609375,0.5172859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_020955110_jpg.rf.2d95c113bdec2da6173279e144d2e3fd.jpg,non_chlorine_bleach,0.425,0.478125,,,0.463965625,0.5137703124999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_020955110_jpg.rf.2d95c113bdec2da6173279e144d2e3fd.jpg,tumble_dry_low,0.46875,0.475,,,0.5107421875,0.5107421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_020955110_jpg.rf.2d95c113bdec2da6173279e144d2e3fd.jpg,iron_low,0.5125,0.471875,,,0.5640625,0.507715625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_020955110_jpg.rf.2d95c113bdec2da6173279e144d2e3fd.jpg,DN_dry_clean,0.5609375,0.4671875,,,0.6078125,0.499903125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/168_jpg.rf.27d203299b08c18f64a52f6b85cd8c50.jpg,ER_27,0.7859375,0.7,,,0.9203609374999999,0.8018062499999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/168_jpg.rf.27d203299b08c18f64a52f6b85cd8c50.jpg,ER_18,0.45,0.7203125,,,0.6043953125,0.8188484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/168_jpg.rf.27d203299b08c18f64a52f6b85cd8c50.jpg,ER_15,0.2921875,0.7296875,,,0.4466796875,0.8279781249999999,,
